,path,filename,PON,ID,HEAT,camera,WBF,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,predict
83,test_images\20220325005023_wbf1_ch1_B69751_303_D22B3K1397.jpg,20220325005023_wbf1_ch1_B69751_303_D22B3K1397.jpg,D22B3K1397,303,B69751,ch1,wbf1,20220325005023,0.0,19.0,19983.0,674.0,1213.0,1761.0,1000.0,1077.0,984.0,749.0,803.0,797.0,797.0,850.0,700.0,786.0,583.0,794.0,456.0,626.0,519.0,539.0,596.0,520.0,699.0,548.0,669.0,618.0,597.0,685.0,680.0,644.0,707.0,672.0,729.0,694.0,795.0,764.0,879.0,752.0,952.0,874.0,971.0,976.0,1063.0,1042.0,1060.0,1043.0,1202.0,1194.0,1280.0,1386.0,1406.0,1397.0,1419.0,1470.0,1463.0,1498.0,1569.0,1579.0,1554.0,1647.0,1677.0,1570.0,1631.0,1625.0,1584.0,1505.0,1533.0,1468.0,1439.0,1545.0,1493.0,1529.0,1512.0,1509.0,1450.0,1496.0,1405.0,1330.0,1350.0,1392.0,1326.0,1331.0,1413.0,1423.0,1382.0,1428.0,1516.0,1528.0,1500.0,1549.0,1611.0,1632.0,1570.0,1611.0,1633.0,1747.0,1725.0,1855.0,1853.0,1850.0,2007.0,1969.0,2104.0,2152.0,2238.0,2265.0,2354.0,2372.0,2479.0,2542.0,2619.0,2614.0,2740.0,2956.0,2919.0,3061.0,2998.0,3081.0,3201.0,3275.0,3317.0,3449.0,3562.0,3491.0,3784.0,3832.0,3920.0,3942.0,3963.0,4052.0,4084.0,4121.0,3973.0,3964.0,3969.0,3957.0,3766.0,3774.0,3790.0,3537.0,3487.0,3411.0,3336.0,3171.0,3098.0,2824.0,2665.0,2714.0,2470.0,2540.0,2390.0,2126.0,1965.0,1927.0,1825.0,1730.0,1533.0,1451.0,1361.0,1325.0,1167.0,1158.0,1011.0,976.0,846.0,840.0,760.0,653.0,628.0,581.0,573.0,511.0,452.0,378.0,386.0,316.0,303.0,287.0,228.0,229.0,208.0,184.0,156.0,163.0,152.0,118.0,109.0,116.0,101.0,107.0,81.0,83.0,75.0,57.0,61.0,69.0,55.0,60.0,71.0,46.0,44.0,45.0,48.0,50.0,32.0,49.0,32.0,49.0,32.0,32.0,32.0,22.0,36.0,24.0,24.0,25.0,24.0,20.0,21.0,17.0,17.0,18.0,18.0,14.0,21.0,12.0,18.0,11.0,15.0,13.0,10.0,10.0,9.0,10.0,10.0,3.0,5.0,6.0,4.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
84,test_images\20220325005407_wbf1_ch2_B69751_401_D22B3K1397.jpg,20220325005407_wbf1_ch2_B69751_401_D22B3K1397.jpg,D22B3K1397,401,B69751,ch2,wbf1,20220325005407,0.0,34.0,19274.0,386.0,625.0,883.0,867.0,1003.0,993.0,1105.0,886.0,1367.0,1102.0,1307.0,1081.0,1011.0,1180.0,1030.0,1018.0,1055.0,940.0,978.0,956.0,1174.0,1062.0,1061.0,1151.0,965.0,1081.0,1029.0,983.0,1030.0,962.0,1078.0,975.0,1303.0,1211.0,1213.0,1291.0,1253.0,1200.0,1414.0,1250.0,1407.0,1386.0,1452.0,1494.0,1622.0,1840.0,1792.0,2048.0,1962.0,1941.0,2087.0,1976.0,2022.0,1994.0,2019.0,2009.0,2095.0,2305.0,2110.0,2262.0,2121.0,2089.0,2238.0,1950.0,2026.0,1859.0,1901.0,1891.0,1876.0,1917.0,1834.0,1849.0,1807.0,1832.0,1858.0,1863.0,1886.0,1857.0,1904.0,1818.0,1835.0,2000.0,2159.0,2148.0,2156.0,2327.0,2250.0,2383.0,2545.0,2619.0,2674.0,2888.0,2932.0,3140.0,3215.0,3319.0,3452.0,3496.0,3602.0,3863.0,3842.0,3948.0,4236.0,4168.0,4463.0,4368.0,4546.0,4496.0,4515.0,4498.0,4439.0,4358.0,4409.0,4304.0,4389.0,4152.0,4026.0,3877.0,3738.0,3728.0,3616.0,3298.0,3328.0,2950.0,2889.0,2725.0,2608.0,2410.0,2187.0,1984.0,1901.0,1742.0,1664.0,1490.0,1437.0,1265.0,1218.0,1089.0,1014.0,890.0,876.0,821.0,764.0,679.0,608.0,555.0,550.0,464.0,416.0,393.0,327.0,302.0,285.0,283.0,213.0,200.0,168.0,149.0,152.0,114.0,102.0,94.0,78.0,71.0,42.0,49.0,45.0,32.0,31.0,31.0,25.0,21.0,12.0,12.0,17.0,12.0,11.0,13.0,7.0,10.0,7.0,12.0,7.0,5.0,6.0,4.0,7.0,1.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
85,test_images\20220325005408_wbf1_ch1_B69751_401_D22B3K1397.jpg,20220325005408_wbf1_ch1_B69751_401_D22B3K1397.jpg,D22B3K1397,401,B69751,ch1,wbf1,20220325005408,0.0,10.0,20681.0,964.0,1267.0,2491.0,1405.0,1575.0,1369.0,1224.0,1043.0,1131.0,1027.0,1047.0,893.0,855.0,741.0,902.0,527.0,755.0,605.0,659.0,618.0,642.0,731.0,533.0,746.0,609.0,658.0,625.0,645.0,655.0,599.0,747.0,716.0,689.0,847.0,787.0,770.0,833.0,795.0,790.0,925.0,819.0,997.0,912.0,935.0,991.0,1086.0,1134.0,1084.0,1114.0,1160.0,1111.0,1223.0,1250.0,1231.0,1184.0,1301.0,1255.0,1445.0,1350.0,1414.0,1367.0,1380.0,1359.0,1289.0,1323.0,1288.0,1275.0,1253.0,1334.0,1315.0,1290.0,1218.0,1253.0,1256.0,1218.0,1163.0,1155.0,1170.0,1176.0,1185.0,1158.0,1119.0,1121.0,1127.0,1230.0,1169.0,1198.0,1219.0,1234.0,1228.0,1293.0,1280.0,1368.0,1255.0,1391.0,1353.0,1450.0,1382.0,1425.0,1546.0,1577.0,1679.0,1643.0,1740.0,1768.0,1873.0,1868.0,1920.0,2060.0,2001.0,2054.0,2173.0,2290.0,2352.0,2397.0,2386.0,2508.0,2717.0,2654.0,2827.0,2901.0,2956.0,3059.0,3086.0,3224.0,3306.0,3432.0,3523.0,3527.0,3708.0,3671.0,3549.0,3725.0,3856.0,3803.0,3847.0,3954.0,3768.0,3958.0,3862.0,3972.0,3878.0,3853.0,3754.0,3588.0,3637.0,3493.0,3472.0,3233.0,3247.0,3048.0,3091.0,2925.0,2658.0,2627.0,2589.0,2418.0,2217.0,2038.0,2002.0,1857.0,1730.0,1615.0,1483.0,1318.0,1258.0,1199.0,1137.0,1115.0,927.0,882.0,833.0,686.0,682.0,620.0,562.0,531.0,525.0,435.0,368.0,355.0,312.0,310.0,275.0,258.0,229.0,183.0,179.0,152.0,152.0,120.0,115.0,106.0,83.0,78.0,63.0,78.0,61.0,41.0,50.0,47.0,41.0,40.0,31.0,27.0,17.0,24.0,27.0,18.0,18.0,12.0,17.0,19.0,12.0,12.0,11.0,8.0,11.0,10.0,10.0,7.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5
86,test_images\20220325010539_wbf1_ch2_B69751_402_D22B3K1397.jpg,20220325010539_wbf1_ch2_B69751_402_D22B3K1397.jpg,D22B3K1397,402,B69751,ch2,wbf1,20220325010539,0.0,9.0,139195.0,280.0,816.0,836.0,891.0,853.0,895.0,726.0,868.0,871.0,915.0,992.0,823.0,762.0,827.0,794.0,646.0,794.0,684.0,699.0,664.0,777.0,706.0,674.0,818.0,652.0,680.0,609.0,679.0,624.0,637.0,662.0,631.0,710.0,742.0,717.0,654.0,694.0,665.0,758.0,753.0,647.0,768.0,736.0,740.0,905.0,854.0,906.0,938.0,972.0,933.0,977.0,1062.0,1010.0,992.0,1130.0,1041.0,1280.0,1188.0,1199.0,1209.0,1239.0,1138.0,1163.0,1189.0,1063.0,1149.0,1087.0,1095.0,1107.0,1150.0,1122.0,1063.0,1076.0,1098.0,1085.0,1037.0,1048.0,1029.0,1037.0,1072.0,1134.0,1185.0,1224.0,1198.0,1165.0,1239.0,1216.0,1299.0,1247.0,1430.0,1466.0,1485.0,1605.0,1530.0,1570.0,1693.0,1803.0,1854.0,1814.0,1998.0,2017.0,2062.0,2166.0,2271.0,2319.0,2398.0,2522.0,2442.0,2487.0,2522.0,2636.0,2683.0,2609.0,2774.0,2670.0,2763.0,2548.0,2563.0,2484.0,2428.0,2407.0,2288.0,2274.0,2142.0,2060.0,2036.0,1944.0,1821.0,1678.0,1732.0,1591.0,1484.0,1318.0,1261.0,1155.0,1041.0,1048.0,950.0,814.0,766.0,725.0,672.0,624.0,612.0,521.0,458.0,452.0,454.0,357.0,339.0,303.0,274.0,238.0,210.0,205.0,185.0,134.0,131.0,125.0,98.0,96.0,90.0,64.0,48.0,56.0,39.0,30.0,18.0,25.0,18.0,28.0,16.0,19.0,20.0,13.0,6.0,7.0,6.0,6.0,3.0,6.0,9.0,7.0,7.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
87,test_images\20220325010930_wbf1_ch1_B69567_402_E22B3K1200.jpg,20220325010930_wbf1_ch1_B69567_402_E22B3K1200.jpg,E22B3K1200,402,B69567,ch1,wbf1,20220325010930,0.0,14.0,19753.0,573.0,717.0,1207.0,703.0,697.0,746.0,610.0,683.0,750.0,734.0,833.0,690.0,733.0,658.0,767.0,556.0,749.0,672.0,663.0,830.0,674.0,811.0,669.0,749.0,748.0,749.0,721.0,685.0,717.0,686.0,732.0,798.0,812.0,906.0,822.0,933.0,856.0,961.0,939.0,940.0,877.0,967.0,1001.0,1064.0,1103.0,1137.0,1164.0,1186.0,1211.0,1233.0,1184.0,1281.0,1255.0,1185.0,1200.0,1291.0,1274.0,1311.0,1245.0,1257.0,1297.0,1160.0,1195.0,1155.0,1189.0,1108.0,1068.0,1104.0,1118.0,1074.0,1087.0,1078.0,1030.0,1020.0,1004.0,1024.0,921.0,962.0,949.0,919.0,948.0,950.0,915.0,949.0,941.0,909.0,957.0,991.0,962.0,970.0,1002.0,1025.0,950.0,1036.0,1055.0,1116.0,1167.0,1138.0,1179.0,1200.0,1207.0,1276.0,1312.0,1265.0,1313.0,1344.0,1364.0,1431.0,1486.0,1580.0,1658.0,1549.0,1703.0,1784.0,1745.0,1850.0,1789.0,1896.0,1937.0,1932.0,2014.0,1984.0,2082.0,2137.0,2195.0,2197.0,2303.0,2310.0,2357.0,2495.0,2488.0,2650.0,2647.0,2695.0,2715.0,2736.0,2791.0,2742.0,2934.0,2882.0,2889.0,3010.0,3030.0,3176.0,3173.0,3166.0,3293.0,3256.0,3335.0,3523.0,3328.0,3512.0,3497.0,3483.0,3561.0,3530.0,3637.0,3498.0,3541.0,3496.0,3318.0,3571.0,3291.0,3332.0,3245.0,2995.0,2879.0,2839.0,2701.0,2547.0,2419.0,2284.0,2198.0,2055.0,1898.0,1801.0,1746.0,1583.0,1481.0,1342.0,1325.0,1182.0,1131.0,1024.0,928.0,895.0,745.0,761.0,632.0,689.0,620.0,573.0,525.0,481.0,404.0,401.0,364.0,299.0,300.0,296.0,252.0,217.0,177.0,181.0,168.0,144.0,125.0,98.0,99.0,69.0,91.0,55.0,50.0,47.0,38.0,29.0,21.0,19.0,17.0,20.0,10.0,19.0,12.0,13.0,2.0,10.0,8.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5
88,test_images\20220325011719_wbf1_ch2_B69567_403_E22B3K1200.jpg,20220325011719_wbf1_ch2_B69567_403_E22B3K1200.jpg,E22B3K1200,403,B69567,ch2,wbf1,20220325011719,0.0,1.0,14609.0,257.0,2915.0,1624.0,509.0,583.0,315.0,283.0,187.0,262.0,150.0,244.0,148.0,149.0,156.0,205.0,169.0,188.0,180.0,191.0,172.0,246.0,223.0,218.0,260.0,278.0,282.0,317.0,307.0,368.0,359.0,407.0,423.0,477.0,526.0,510.0,643.0,687.0,785.0,841.0,874.0,943.0,1044.0,1008.0,1024.0,1071.0,1138.0,1229.0,1406.0,1357.0,1292.0,1453.0,1469.0,1457.0,1584.0,1398.0,1535.0,1453.0,1386.0,1452.0,1442.0,1543.0,1355.0,1366.0,1370.0,1275.0,1406.0,1289.0,1258.0,1300.0,1320.0,1264.0,1245.0,1340.0,1326.0,1384.0,1364.0,1411.0,1510.0,1524.0,1410.0,1500.0,1518.0,1544.0,1570.0,1649.0,1707.0,1786.0,1846.0,1943.0,1985.0,2060.0,2084.0,2304.0,2198.0,2401.0,2344.0,2598.0,2602.0,2780.0,2750.0,2892.0,3041.0,3048.0,3205.0,3206.0,3253.0,3421.0,3544.0,3604.0,3603.0,3781.0,3712.0,3845.0,3883.0,3877.0,4176.0,4052.0,4087.0,4210.0,4154.0,4195.0,4334.0,4352.0,4285.0,4346.0,4246.0,4227.0,4402.0,4051.0,4113.0,3937.0,3995.0,3936.0,3651.0,3720.0,3595.0,3469.0,3275.0,3203.0,3165.0,3048.0,2957.0,2802.0,2595.0,2597.0,2450.0,2328.0,2255.0,2182.0,1923.0,1953.0,1796.0,1646.0,1616.0,1467.0,1379.0,1243.0,1175.0,1143.0,1056.0,944.0,890.0,801.0,723.0,667.0,609.0,589.0,515.0,447.0,442.0,401.0,407.0,319.0,310.0,275.0,238.0,245.0,199.0,157.0,175.0,134.0,113.0,119.0,89.0,86.0,93.0,69.0,61.0,46.0,33.0,40.0,34.0,30.0,21.0,21.0,22.0,9.0,17.0,8.0,11.0,5.0,4.0,7.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,6.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,14.0,5
89,test_images\20220325012102_wbf1_ch1_B69567_405_E22B3K1200.jpg,20220325012102_wbf1_ch1_B69567_405_E22B3K1200.jpg,E22B3K1200,405,B69567,ch1,wbf1,20220325012102,0.0,4.0,20948.0,956.0,913.0,1048.0,660.0,559.0,462.0,354.0,224.0,421.0,191.0,349.0,231.0,238.0,191.0,221.0,184.0,215.0,172.0,174.0,163.0,188.0,210.0,209.0,195.0,202.0,206.0,220.0,154.0,211.0,186.0,232.0,196.0,239.0,313.0,227.0,297.0,315.0,339.0,342.0,328.0,394.0,355.0,462.0,428.0,511.0,489.0,524.0,571.0,568.0,572.0,596.0,651.0,614.0,717.0,701.0,676.0,782.0,758.0,809.0,752.0,803.0,792.0,714.0,766.0,753.0,760.0,728.0,752.0,748.0,725.0,757.0,751.0,731.0,712.0,759.0,774.0,720.0,726.0,781.0,773.0,745.0,751.0,765.0,818.0,765.0,862.0,852.0,855.0,866.0,843.0,865.0,872.0,918.0,940.0,965.0,1058.0,1012.0,1044.0,999.0,1165.0,1133.0,1196.0,1227.0,1291.0,1325.0,1424.0,1378.0,1423.0,1473.0,1561.0,1532.0,1719.0,1764.0,1787.0,1853.0,1948.0,2072.0,2040.0,2197.0,2302.0,2225.0,2463.0,2491.0,2528.0,2622.0,2687.0,2793.0,2833.0,2929.0,3164.0,3093.0,3158.0,3211.0,3381.0,3400.0,3476.0,3533.0,3624.0,3748.0,3900.0,3769.0,3821.0,3991.0,4059.0,4165.0,3928.0,4288.0,4284.0,4404.0,4526.0,4439.0,4525.0,4515.0,4325.0,4397.0,4451.0,4378.0,4359.0,4232.0,4259.0,3950.0,3926.0,3938.0,3629.0,3710.0,3343.0,3323.0,3195.0,3064.0,2920.0,2771.0,2570.0,2272.0,2279.0,2035.0,1937.0,1839.0,1592.0,1615.0,1446.0,1320.0,1243.0,1131.0,1025.0,962.0,913.0,817.0,760.0,711.0,609.0,554.0,542.0,491.0,468.0,426.0,399.0,341.0,323.0,259.0,255.0,226.0,218.0,200.0,176.0,143.0,125.0,116.0,88.0,85.0,62.0,59.0,44.0,43.0,36.0,21.0,24.0,21.0,21.0,12.0,13.0,11.0,9.0,6.0,6.0,8.0,0.0,3.0,3.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2
90,test_images\20220325013011_wbf1_ch2_B69567_303_E22B3K1200.jpg,20220325013011_wbf1_ch2_B69567_303_E22B3K1200.jpg,E22B3K1200,303,B69567,ch2,wbf1,20220325013011,0.0,0.0,18530.0,522.0,1110.0,1430.0,787.0,1366.0,938.0,1215.0,890.0,1204.0,865.0,1131.0,1049.0,936.0,741.0,998.0,630.0,791.0,631.0,627.0,640.0,608.0,799.0,590.0,651.0,638.0,563.0,701.0,504.0,654.0,605.0,579.0,641.0,617.0,739.0,722.0,733.0,826.0,802.0,830.0,933.0,985.0,987.0,1098.0,1052.0,981.0,1171.0,1181.0,1153.0,1317.0,1266.0,1465.0,1372.0,1501.0,1325.0,1368.0,1344.0,1314.0,1404.0,1457.0,1492.0,1500.0,1544.0,1567.0,1516.0,1549.0,1563.0,1566.0,1603.0,1499.0,1564.0,1664.0,1669.0,1835.0,1812.0,1951.0,2033.0,2040.0,2120.0,2211.0,2226.0,2255.0,2427.0,2674.0,2618.0,2839.0,2995.0,3128.0,3326.0,3424.0,3508.0,3641.0,3733.0,4016.0,4053.0,4311.0,4357.0,4525.0,4767.0,4694.0,4656.0,4700.0,4778.0,5002.0,4887.0,5038.0,4932.0,4843.0,4953.0,4877.0,4887.0,4659.0,4702.0,4641.0,4495.0,4336.0,4275.0,4037.0,4000.0,3945.0,3709.0,3466.0,3335.0,3268.0,3128.0,2907.0,2759.0,2640.0,2496.0,2382.0,2197.0,2106.0,1942.0,1776.0,1697.0,1499.0,1437.0,1358.0,1223.0,1144.0,1077.0,971.0,879.0,773.0,752.0,685.0,588.0,559.0,545.0,447.0,446.0,346.0,357.0,275.0,254.0,236.0,219.0,188.0,192.0,157.0,124.0,111.0,114.0,97.0,73.0,72.0,55.0,40.0,49.0,29.0,27.0,32.0,25.0,17.0,18.0,13.0,6.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
91,test_images\20220325021107_wbf1_ch1_B69184_309_D22B4K0008.jpg,20220325021107_wbf1_ch1_B69184_309_D22B4K0008.jpg,D22B4K0008,309,B69184,ch1,wbf1,20220325021107,0.0,1.0,8739.0,526.0,589.0,1304.0,622.0,707.0,544.0,570.0,411.0,517.0,361.0,437.0,400.0,379.0,340.0,428.0,224.0,359.0,320.0,295.0,304.0,380.0,393.0,361.0,387.0,378.0,351.0,368.0,341.0,319.0,360.0,320.0,431.0,422.0,435.0,452.0,494.0,497.0,504.0,553.0,613.0,595.0,687.0,628.0,701.0,656.0,735.0,758.0,734.0,810.0,775.0,800.0,715.0,723.0,789.0,744.0,854.0,846.0,887.0,901.0,854.0,905.0,878.0,881.0,854.0,876.0,935.0,875.0,908.0,1019.0,1029.0,1125.0,1108.0,1176.0,1161.0,1176.0,1210.0,1227.0,1226.0,1228.0,1291.0,1298.0,1470.0,1414.0,1541.0,1467.0,1568.0,1686.0,1701.0,1791.0,1797.0,1867.0,1968.0,2124.0,2122.0,2294.0,2271.0,2463.0,2660.0,2603.0,2699.0,2920.0,2957.0,2958.0,3066.0,3222.0,3257.0,3491.0,3450.0,3763.0,3686.0,3909.0,3870.0,4040.0,4195.0,4244.0,4436.0,4496.0,4625.0,4772.0,4783.0,4759.0,4887.0,4814.0,5054.0,4917.0,4831.0,4949.0,4881.0,4793.0,4697.0,4689.0,4620.0,4665.0,4637.0,4380.0,4387.0,4272.0,4078.0,3939.0,3916.0,3769.0,3496.0,3466.0,3254.0,3154.0,2940.0,2875.0,2692.0,2580.0,2418.0,2135.0,2227.0,2029.0,1802.0,1719.0,1604.0,1379.0,1328.0,1303.0,1110.0,1031.0,987.0,875.0,786.0,709.0,702.0,643.0,541.0,517.0,450.0,378.0,396.0,335.0,286.0,274.0,235.0,215.0,199.0,168.0,130.0,127.0,118.0,106.0,79.0,71.0,68.0,52.0,48.0,43.0,33.0,23.0,18.0,21.0,18.0,10.0,7.0,14.0,7.0,6.0,10.0,3.0,10.0,6.0,8.0,8.0,7.0,9.0,11.0,9.0,9.0,7.0,3.0,6.0,6.0,5.0,10.0,4.0,6.0,4.0,6.0,5.0,5.0,2.0,3.0,8.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5
92,test_images\20220325024021_wbf1_ch1_B69056_404_D22B4K0011.jpg,20220325024021_wbf1_ch1_B69056_404_D22B4K0011.jpg,D22B4K0011,404,B69056,ch1,wbf1,20220325024021,0.0,13.0,24786.0,1486.0,3665.0,3757.0,2717.0,3295.0,2515.0,2881.0,2140.0,2390.0,2070.0,2235.0,1788.0,1623.0,1371.0,1578.0,1070.0,1233.0,1050.0,1016.0,1040.0,1110.0,1216.0,979.0,1036.0,977.0,964.0,1077.0,885.0,959.0,907.0,863.0,920.0,955.0,1055.0,935.0,1019.0,1067.0,1062.0,1112.0,974.0,987.0,1026.0,1050.0,1004.0,1101.0,1224.0,1288.0,1217.0,1281.0,1192.0,1196.0,1127.0,1177.0,1209.0,1126.0,1162.0,1127.0,1277.0,1286.0,1233.0,1284.0,1234.0,1298.0,1306.0,1269.0,1216.0,1235.0,1222.0,1142.0,1324.0,1288.0,1338.0,1286.0,1219.0,1254.0,1346.0,1288.0,1260.0,1280.0,1209.0,1310.0,1335.0,1363.0,1366.0,1361.0,1423.0,1360.0,1457.0,1474.0,1471.0,1538.0,1595.0,1673.0,1693.0,1757.0,1809.0,1921.0,1936.0,1931.0,2113.0,1961.0,2013.0,2257.0,2364.0,2273.0,2389.0,2541.0,2461.0,2639.0,2586.0,2695.0,2921.0,2961.0,2866.0,3007.0,3133.0,3294.0,3300.0,3314.0,3364.0,3436.0,3465.0,3530.0,3432.0,3613.0,3714.0,3607.0,3663.0,3571.0,3654.0,3601.0,3439.0,3484.0,3382.0,3226.0,3111.0,3078.0,2927.0,2815.0,2768.0,2668.0,2652.0,2380.0,2359.0,2155.0,2060.0,1988.0,1873.0,1693.0,1530.0,1587.0,1431.0,1394.0,1295.0,1176.0,1017.0,997.0,925.0,831.0,776.0,649.0,654.0,571.0,529.0,490.0,471.0,424.0,369.0,352.0,355.0,277.0,251.0,188.0,210.0,189.0,162.0,141.0,130.0,119.0,92.0,102.0,92.0,51.0,74.0,54.0,44.0,45.0,36.0,30.0,29.0,33.0,23.0,20.0,22.0,12.0,10.0,15.0,10.0,10.0,13.0,6.0,12.0,7.0,2.0,5.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
